Route_ID,State,Zone_ID,Route_Source,Patrol_Type,Risk_Level,Hotspot_Score,Crime_Count,Patrol_Date,Patrol_Shift,Start_Hour,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Total_Checkpoints,Route_Checkpoints,Distance_KM,Estimated_Duration_Minutes,Assigned_Officers,Vehicle_Type,Route_Status
ROUTE001562,Karnataka,Zone_47,AI Predicted,High-Risk Patrol,HIGH,72.69,112,2027-03-06,Evening,16,12.9625,77.585452,12.961616,77.613071,7,"[{""checkpoint"": 1, ""latitude"": 12.9625, ""longitude"": 77.585452}, {""checkpoint"": 2, ""latitude"": 12.965289, ""longitude"": 77.585565}, {""checkpoint"": 3, ""latitude"": 12.95476, ""longitude"": 77.580381}, {""checkpoint"": 4, ""latitude"": 12.952775, ""longitude"": 77.585717}, {""checkpoint"": 5, ""latitude"": 12.954246, ""longitude"": 77.585319}, {""checkpoint"": 6, ""latitude"": 12.964005, ""longitude"": 77.598963}, {""checkpoint"": 7, ""latitude"": 12.961616, ""longitude"": 77.613071}]",11.1,20,6,Police Jeep,Completed
ROUTE001563,Karnataka,Zone_53,AI Predicted,High-Risk Patrol,HIGH,60.34,103,2026-09-01,Morning,6,12.969833,77.594159,12.947453,77.580513,6,"[{""checkpoint"": 1, ""latitude"": 12.969833, ""longitude"": 77.594159}, {""checkpoint"": 2, ""latitude"": 12.955451, ""longitude"": 77.607933}, {""checkpoint"": 3, ""latitude"": 12.951047, ""longitude"": 77.595602}, {""checkpoint"": 4, ""latitude"": 12.949021, ""longitude"": 77.583803}, {""checkpoint"": 5, ""latitude"": 12.934503, ""longitude"": 77.585152}, {""checkpoint"": 6, ""latitude"": 12.947453, ""longitude"": 77.580513}]",8.65,16,4,Police Jeep,Completed
ROUTE001564,Karnataka,Zone_17,AI Predicted,Routine Patrol,MEDIUM,47.89,97,2026-11-06,Morning,8,12.955625,77.623141,12.951622,77.605623,7,"[{""checkpoint"": 1, ""latitude"": 12.955625, ""longitude"": 77.623141}, {""checkpoint"": 2, ""latitude"": 12.958374, ""longitude"": 77.622226}, {""checkpoint"": 3, ""latitude"": 12.970729, ""longitude"": 77.613408}, {""checkpoint"": 4, ""latitude"": 12.973767, ""longitude"": 77.607463}, {""checkpoint"": 5, ""latitude"": 12.969556, ""longitude"": 77.618506}, {""checkpoint"": 6, ""latitude"": 12.960862, ""longitude"": 77.605235}, {""checkpoint"": 7, ""latitude"": 12.951622, ""longitude"": 77.605623}]",12.0,33,3,Police Motorcycle,In Progress
ROUTE001565,Karnataka,Zone_6,Historical,Preventive Patrol,MEDIUM,29.64,83,2027-04-11,Evening,18,12.937435,77.585336,12.932834,77.578528,7,"[{""checkpoint"": 1, ""latitude"": 12.937435, ""longitude"": 77.585336}, {""checkpoint"": 2, ""latitude"": 12.923026, ""longitude"": 77.588302}, {""checkpoint"": 3, ""latitude"": 12.930624, ""longitude"": 77.598407}, {""checkpoint"": 4, ""latitude"": 12.94383, ""longitude"": 77.59943}, {""checkpoint"": 5, ""latitude"": 12.930476, ""longitude"": 77.599936}, {""checkpoint"": 6, ""latitude"": 12.938958, ""longitude"": 77.59159}, {""checkpoint"": 7, ""latitude"": 12.932834, ""longitude"": 77.578528}]",14.65,31,4,Police Car,Cancelled
ROUTE001566,Karnataka,Zone_27,AI Predicted,Crime Prevention Patrol,HIGH,58.48,102,2026-08-15,Evening,16,12.974995,77.592208,12.979896,77.562435,4,"[{""checkpoint"": 1, ""latitude"": 12.974995, ""longitude"": 77.592208}, {""checkpoint"": 2, ""latitude"": 12.989486, ""longitude"": 77.58388}, {""checkpoint"": 3, ""latitude"": 12.984714, ""longitude"": 77.569951}, {""checkpoint"": 4, ""latitude"": 12.979896, ""longitude"": 77.562435}]",22.04,51,4,Police Jeep,In Progress
ROUTE001567,Karnataka,Zone_1,AI Predicted,Preventive Patrol,MEDIUM,37.64,88,2026-09-09,Evening,16,12.990331,77.605927,12.979324,77.605333,4,"[{""checkpoint"": 1, ""latitude"": 12.990331, ""longitude"": 77.605927}, {""checkpoint"": 2, ""latitude"": 12.976444, ""longitude"": 77.591259}, {""checkpoint"": 3, ""latitude"": 12.983364, ""longitude"": 77.596313}, {""checkpoint"": 4, ""latitude"": 12.979324, ""longitude"": 77.605333}]",23.39,39,2,Police Motorcycle,Cancelled
ROUTE001568,Karnataka,Zone_32,AI Predicted,Routine Patrol,MEDIUM,48.3,96,2027-02-06,Night,20,12.963132,77.556252,13.000208,77.549907,6,"[{""checkpoint"": 1, ""latitude"": 12.963132, ""longitude"": 77.556252}, {""checkpoint"": 2, ""latitude"": 12.972076, ""longitude"": 77.543783}, {""checkpoint"": 3, ""latitude"": 12.984666, ""longitude"": 77.538927}, {""checkpoint"": 4, ""latitude"": 12.986072, ""longitude"": 77.550087}, {""checkpoint"": 5, ""latitude"": 12.992394, ""longitude"": 77.564299}, {""checkpoint"": 6, ""latitude"": 13.000208, ""longitude"": 77.549907}]",17.12,31,3,Police Motorcycle,In Progress
ROUTE001569,Karnataka,Zone_43,AI Predicted,Preventive Patrol,MEDIUM,45.95,94,2027-02-26,Night,0,12.948343,77.60729,12.922248,77.587477,5,"[{""checkpoint"": 1, ""latitude"": 12.948343, ""longitude"": 77.60729}, {""checkpoint"": 2, ""latitude"": 12.952207, ""longitude"": 77.596958}, {""checkpoint"": 3, ""latitude"": 12.943401, ""longitude"": 77.594349}, {""checkpoint"": 4, ""latitude"": 12.931327, ""longitude"": 77.589695}, {""checkpoint"": 5, ""latitude"": 12.922248, ""longitude"": 77.587477}]",9.28,13,2,Police Car,Scheduled
ROUTE001570,Karnataka,Zone_13,AI Predicted,Crime Prevention Patrol,HIGH,68.44,110,2026-11-29,Evening,16,12.966774,77.572614,12.990548,77.563205,7,"[{""checkpoint"": 1, ""latitude"": 12.966774, ""longitude"": 77.572614}, {""checkpoint"": 2, ""latitude"": 12.980505, ""longitude"": 77.573333}, {""checkpoint"": 3, ""latitude"": 12.991966, ""longitude"": 77.586704}, {""checkpoint"": 4, ""latitude"": 12.984264, ""longitude"": 77.577143}, {""checkpoint"": 5, ""latitude"": 12.982893, ""longitude"": 77.582814}, {""checkpoint"": 6, ""latitude"": 12.98076, ""longitude"": 77.576639}, {""checkpoint"": 7, ""latitude"": 12.990548, ""longitude"": 77.563205}]",21.72,45,4,Police SUV,Cancelled
ROUTE001571,Karnataka,Zone_19,AI Predicted,High-Risk Patrol,HIGH,55.22,101,2026-08-15,Evening,18,12.957633,77.595075,12.933001,77.568704,7,"[{""checkpoint"": 1, ""latitude"": 12.957633, ""longitude"": 77.595075}, {""checkpoint"": 2, ""latitude"": 12.964384, ""longitude"": 77.596319}, {""checkpoint"": 3, ""latitude"": 12.950191, ""longitude"": 77.590663}, {""checkpoint"": 4, ""latitude"": 12.936169, ""longitude"": 77.582179}, {""checkpoint"": 5, ""latitude"": 12.92373, ""longitude"": 77.586365}, {""checkpoint"": 6, ""latitude"": 12.932165, ""longitude"": 77.573033}, {""checkpoint"": 7, ""latitude"": 12.933001, ""longitude"": 77.568704}]",19.57,38,5,Police Jeep,In Progress
ROUTE001572,Karnataka,Zone_14,AI Predicted,High-Risk Patrol,HIGH,52.29,98,2026-10-23,Morning,8,12.959353,77.580887,12.931029,77.603376,7,"[{""checkpoint"": 1, ""latitude"": 12.959353, ""longitude"": 77.580887}, {""checkpoint"": 2, ""latitude"": 12.958882, ""longitude"": 77.568022}, {""checkpoint"": 3, ""latitude"": 12.965249, ""longitude"": 77.562672}, {""checkpoint"": 4, ""latitude"": 12.952866, ""longitude"": 77.576481}, {""checkpoint"": 5, ""latitude"": 12.944804, ""longitude"": 77.588071}, {""checkpoint"": 6, ""latitude"": 12.937008, ""longitude"": 77.595409}, {""checkpoint"": 7, ""latitude"": 12.931029, ""longitude"": 77.603376}]",9.77,20,4,Police SUV,Scheduled
ROUTE001573,Karnataka,Zone_57,AI Predicted,Routine Patrol,MEDIUM,37.38,89,2026-09-13,Evening,12,12.986253,77.589366,13.009629,77.586488,8,"[{""checkpoint"": 1, ""latitude"": 12.986253, ""longitude"": 77.589366}, {""checkpoint"": 2, ""latitude"": 12.979455, ""longitude"": 77.576548}, {""checkpoint"": 3, ""latitude"": 12.97914, ""longitude"": 77.57468}, {""checkpoint"": 4, ""latitude"": 12.993158, ""longitude"": 77.581308}, {""checkpoint"": 5, ""latitude"": 12.990224, ""longitude"": 77.594319}, {""checkpoint"": 6, ""latitude"": 12.992438, ""longitude"": 77.585894}, {""checkpoint"": 7, ""latitude"": 12.998323, ""longitude"": 77.584312}, {""checkpoint"": 8, ""latitude"": 13.009629, ""longitude"": 77.586488}]",20.99,39,3,Police Motorcycle,Completed
ROUTE001574,Karnataka,Zone_42,Historical,Preventive Patrol,MEDIUM,45.55,94,2026-12-09,Night,0,12.975924,77.584258,12.990328,77.578787,5,"[{""checkpoint"": 1, ""latitude"": 12.975924, ""longitude"": 77.584258}, {""checkpoint"": 2, ""latitude"": 12.966028, ""longitude"": 77.57344}, {""checkpoint"": 3, ""latitude"": 12.973808, ""longitude"": 77.586063}, {""checkpoint"": 4, ""latitude"": 12.981323, ""longitude"": 77.574253}, {""checkpoint"": 5, ""latitude"": 12.990328, ""longitude"": 77.578787}]",9.61,21,2,Police Motorcycle,Scheduled
ROUTE001575,Karnataka,Zone_26,Historical,Crime Prevention Patrol,HIGH,53.04,99,2027-06-18,Night,2,12.982807,77.614666,12.984889,77.617792,7,"[{""checkpoint"": 1, ""latitude"": 12.982807, ""longitude"": 77.614666}, {""checkpoint"": 2, ""latitude"": 12.978178, ""longitude"": 77.604666}, {""checkpoint"": 3, ""latitude"": 12.988642, ""longitude"": 77.597609}, {""checkpoint"": 4, ""latitude"": 12.998, ""longitude"": 77.603279}, {""checkpoint"": 5, ""latitude"": 13.003575, ""longitude"": 77.611274}, {""checkpoint"": 6, ""latitude"": 12.991549, ""longitude"": 77.610608}, {""checkpoint"": 7, ""latitude"": 12.984889, ""longitude"": 77.617792}]",4.83,7,6,Police SUV,Completed
ROUTE001576,Karnataka,Zone_53,Historical,High-Risk Patrol,HIGH,60.34,103,2027-03-11,Night,20,12.972198,77.593535,12.992955,77.579032,4,"[{""checkpoint"": 1, ""latitude"": 12.972198, ""longitude"": 77.593535}, {""checkpoint"": 2, ""latitude"": 12.967947, ""longitude"": 77.598458}, {""checkpoint"": 3, ""latitude"": 12.981777, ""longitude"": 77.589544}, {""checkpoint"": 4, ""latitude"": 12.992955, ""longitude"": 77.579032}]",7.69,18,6,Police SUV,In Progress
ROUTE001577,Karnataka,Zone_35,AI Predicted,Preventive Patrol,MEDIUM,38.95,89,2027-01-13,Night,22,12.978564,77.553777,12.958808,77.545596,5,"[{""checkpoint"": 1, ""latitude"": 12.978564, ""longitude"": 77.553777}, {""checkpoint"": 2, ""latitude"": 12.979055, ""longitude"": 77.561906}, {""checkpoint"": 3, ""latitude"": 12.970048, ""longitude"": 77.557147}, {""checkpoint"": 4, ""latitude"": 12.96233, ""longitude"": 77.558429}, {""checkpoint"": 5, ""latitude"": 12.958808, ""longitude"": 77.545596}]",4.2,7,3,Police Motorcycle,Completed
ROUTE001578,Karnataka,Zone_21,AI Predicted,High-Risk Patrol,HIGH,60.82,105,2026-10-03,Morning,8,12.95627,77.594328,12.969458,77.60942,8,"[{""checkpoint"": 1, ""latitude"": 12.95627, ""longitude"": 77.594328}, {""checkpoint"": 2, ""latitude"": 12.959549, ""longitude"": 77.608872}, {""checkpoint"": 3, ""latitude"": 12.947227, ""longitude"": 77.602128}, {""checkpoint"": 4, ""latitude"": 12.949397, ""longitude"": 77.588977}, {""checkpoint"": 5, ""latitude"": 12.956134, ""longitude"": 77.59811}, {""checkpoint"": 6, ""latitude"": 12.957946, ""longitude"": 77.610998}, {""checkpoint"": 7, ""latitude"": 12.967262, ""longitude"": 77.616205}, {""checkpoint"": 8, ""latitude"": 12.969458, ""longitude"": 77.60942}]",19.95,32,5,Police SUV,In Progress
ROUTE001579,Karnataka,Zone_56,AI Predicted,High-Risk Patrol,HIGH,53.89,99,2027-06-24,Morning,8,12.970826,77.599895,12.997557,77.602601,4,"[{""checkpoint"": 1, ""latitude"": 12.970826, ""longitude"": 77.599895}, {""checkpoint"": 2, ""latitude"": 12.974368, ""longitude"": 77.586391}, {""checkpoint"": 3, ""latitude"": 12.988266, ""longitude"": 77.596722}, {""checkpoint"": 4, ""latitude"": 12.997557, ""longitude"": 77.602601}]",5.24,12,6,Police SUV,Cancelled
ROUTE001580,Karnataka,Zone_59,AI Predicted,Preventive Patrol,MEDIUM,46.04,93,2027-01-18,Night,22,12.945778,77.604681,12.94012,77.591212,7,"[{""checkpoint"": 1, ""latitude"": 12.945778, ""longitude"": 77.604681}, {""checkpoint"": 2, ""latitude"": 12.949117, ""longitude"": 77.600754}, {""checkpoint"": 3, ""latitude"": 12.945771, ""longitude"": 77.612378}, {""checkpoint"": 4, ""latitude"": 12.938618, ""longitude"": 77.616681}, {""checkpoint"": 5, ""latitude"": 12.93525, ""longitude"": 77.602002}, {""checkpoint"": 6, ""latitude"": 12.941204, ""longitude"": 77.596635}, {""checkpoint"": 7, ""latitude"": 12.94012, ""longitude"": 77.591212}]",5.19,16,3,Police Car,In Progress
ROUTE001581,Karnataka,Zone_53,Historical,High-Risk Patrol,HIGH,60.34,103,2026-12-19,Evening,16,12.961083,77.606709,12.967388,77.600877,8,"[{""checkpoint"": 1, ""latitude"": 12.961083, ""longitude"": 77.606709}, {""checkpoint"": 2, ""latitude"": 12.961986, ""longitude"": 77.596684}, {""checkpoint"": 3, ""latitude"": 12.949173, ""longitude"": 77.599096}, {""checkpoint"": 4, ""latitude"": 12.945706, ""longitude"": 77.604721}, {""checkpoint"": 5, ""latitude"": 12.934911, ""longitude"": 77.594025}, {""checkpoint"": 6, ""latitude"": 12.946273, ""longitude"": 77.588143}, {""checkpoint"": 7, ""latitude"": 12.955193, ""longitude"": 77.59686}, {""checkpoint"": 8, ""latitude"": 12.967388, ""longitude"": 77.600877}]",8.94,19,4,Police SUV,Scheduled
ROUTE001582,Karnataka,Zone_27,Historical,High-Risk Patrol,HIGH,58.48,102,2026-10-27,Night,22,12.97703,77.58954,13.004663,77.582553,5,"[{""checkpoint"": 1, ""latitude"": 12.97703, ""longitude"": 77.58954}, {""checkpoint"": 2, ""latitude"": 12.984881, ""longitude"": 77.585797}, {""checkpoint"": 3, ""latitude"": 12.998381, ""longitude"": 77.598487}, {""checkpoint"": 4, ""latitude"": 12.993606, ""longitude"": 77.594762}, {""checkpoint"": 5, ""latitude"": 13.004663, ""longitude"": 77.582553}]",11.77,17,6,Police SUV,Cancelled
ROUTE001583,Karnataka,Zone_40,AI Predicted,High-Risk Patrol,HIGH,54.92,100,2026-09-18,Night,22,12.957567,77.57725,12.925797,77.580448,6,"[{""checkpoint"": 1, ""latitude"": 12.957567, ""longitude"": 77.57725}, {""checkpoint"": 2, ""latitude"": 12.94292, ""longitude"": 77.584912}, {""checkpoint"": 3, ""latitude"": 12.933536, ""longitude"": 77.579714}, {""checkpoint"": 4, ""latitude"": 12.931355, ""longitude"": 77.572783}, {""checkpoint"": 5, ""latitude"": 12.937676, ""longitude"": 77.571709}, {""checkpoint"": 6, ""latitude"": 12.925797, ""longitude"": 77.580448}]",11.66,24,4,Police SUV,Scheduled
ROUTE001584,Karnataka,Zone_23,AI Predicted,General Patrol,LOW,24.74,79,2026-09-19,Night,20,12.972314,77.593747,12.98968,77.593854,7,"[{""checkpoint"": 1, ""latitude"": 12.972314, ""longitude"": 77.593747}, {""checkpoint"": 2, ""latitude"": 12.9846, ""longitude"": 77.580842}, {""checkpoint"": 3, ""latitude"": 12.977233, ""longitude"": 77.585095}, {""checkpoint"": 4, ""latitude"": 12.978856, ""longitude"": 77.570541}, {""checkpoint"": 5, ""latitude"": 12.980107, ""longitude"": 77.582401}, {""checkpoint"": 6, ""latitude"": 12.984154, ""longitude"": 77.588178}, {""checkpoint"": 7, ""latitude"": 12.98968, ""longitude"": 77.593854}]",19.81,32,3,Police Car,Completed
ROUTE001585,Karnataka,Zone_7,Historical,Preventive Patrol,MEDIUM,32.46,83,2027-01-02,Night,2,12.930611,77.613414,12.931378,77.628797,4,"[{""checkpoint"": 1, ""latitude"": 12.930611, ""longitude"": 77.613414}, {""checkpoint"": 2, ""latitude"": 12.939687, ""longitude"": 77.623063}, {""checkpoint"": 3, ""latitude"": 12.944034, ""longitude"": 77.621256}, {""checkpoint"": 4, ""latitude"": 12.931378, ""longitude"": 77.628797}]",15.68,34,4,Police Motorcycle,Scheduled
ROUTE001586,Karnataka,Zone_4,AI Predicted,Preventive Patrol,MEDIUM,48.49,96,2027-06-26,Evening,18,12.963355,77.595999,12.933111,77.622461,7,"[{""checkpoint"": 1, ""latitude"": 12.963355, ""longitude"": 77.595999}, {""checkpoint"": 2, ""latitude"": 12.951136, ""longitude"": 77.595758}, {""checkpoint"": 3, ""latitude"": 12.936753, ""longitude"": 77.591544}, {""checkpoint"": 4, ""latitude"": 12.945498, ""longitude"": 77.603375}, {""checkpoint"": 5, ""latitude"": 12.940532, ""longitude"": 77.608959}, {""checkpoint"": 6, ""latitude"": 12.945531, ""longitude"": 77.620051}, {""checkpoint"": 7, ""latitude"": 12.933111, ""longitude"": 77.622461}]",7.91,16,2,Police Car,Completed
ROUTE001587,Karnataka,Zone_13,AI Predicted,Crime Prevention Patrol,HIGH,68.44,110,2027-04-24,Night,0,12.969393,77.578907,12.987842,77.586041,4,"[{""checkpoint"": 1, ""latitude"": 12.969393, ""longitude"": 77.578907}, {""checkpoint"": 2, ""latitude"": 12.977801, ""longitude"": 77.585577}, {""checkpoint"": 3, ""latitude"": 12.973005, ""longitude"": 77.584457}, {""checkpoint"": 4, ""latitude"": 12.987842, ""longitude"": 77.586041}]",9.61,26,4,Police SUV,Cancelled
ROUTE001588,Karnataka,Zone_39,AI Predicted,General Patrol,LOW,6.19,66,2027-06-11,Night,2,12.983023,77.586197,12.930692,77.597179,8,"[{""checkpoint"": 1, ""latitude"": 12.983023, ""longitude"": 77.586197}, {""checkpoint"": 2, ""latitude"": 12.974371, ""longitude"": 77.589936}, {""checkpoint"": 3, ""latitude"": 12.966279, ""longitude"": 77.59535}, {""checkpoint"": 4, ""latitude"": 12.952894, ""longitude"": 77.605121}, {""checkpoint"": 5, ""latitude"": 12.956305, ""longitude"": 77.61049}, {""checkpoint"": 6, ""latitude"": 12.943907, ""longitude"": 77.601948}, {""checkpoint"": 7, ""latitude"": 12.938501, ""longitude"": 77.600933}, {""checkpoint"": 8, ""latitude"": 12.930692, ""longitude"": 77.597179}]",20.68,30,3,Police Motorcycle,Cancelled
ROUTE001589,Karnataka,Zone_21,AI Predicted,High-Risk Patrol,HIGH,60.82,105,2026-09-19,Night,0,12.950249,77.592964,12.931322,77.59757,7,"[{""checkpoint"": 1, ""latitude"": 12.950249, ""longitude"": 77.592964}, {""checkpoint"": 2, ""latitude"": 12.962378, ""longitude"": 77.607312}, {""checkpoint"": 3, ""latitude"": 12.950307, ""longitude"": 77.608683}, {""checkpoint"": 4, ""latitude"": 12.94438, ""longitude"": 77.606061}, {""checkpoint"": 5, ""latitude"": 12.953042, ""longitude"": 77.597922}, {""checkpoint"": 6, ""latitude"": 12.943369, ""longitude"": 77.601218}, {""checkpoint"": 7, ""latitude"": 12.931322, ""longitude"": 77.59757}]",13.82,25,6,Police Jeep,Completed
ROUTE001590,Karnataka,Zone_23,Historical,General Patrol,LOW,24.74,79,2027-06-08,Night,2,12.974726,77.580815,12.960418,77.572234,5,"[{""checkpoint"": 1, ""latitude"": 12.974726, ""longitude"": 77.580815}, {""checkpoint"": 2, ""latitude"": 12.973285, ""longitude"": 77.573954}, {""checkpoint"": 3, ""latitude"": 12.959823, ""longitude"": 77.573953}, {""checkpoint"": 4, ""latitude"": 12.969192, ""longitude"": 77.583181}, {""checkpoint"": 5, ""latitude"": 12.960418, ""longitude"": 77.572234}]",7.85,11,3,Police Motorcycle,Completed
ROUTE001591,Karnataka,Zone_30,AI Predicted,Routine Patrol,MEDIUM,26.28,80,2027-06-29,Night,0,12.954015,77.618056,12.954527,77.63474,5,"[{""checkpoint"": 1, ""latitude"": 12.954015, ""longitude"": 77.618056}, {""checkpoint"": 2, ""latitude"": 12.943445, ""longitude"": 77.622182}, {""checkpoint"": 3, ""latitude"": 12.941219, ""longitude"": 77.634511}, {""checkpoint"": 4, ""latitude"": 12.952559, ""longitude"": 77.62784}, {""checkpoint"": 5, ""latitude"": 12.954527, ""longitude"": 77.63474}]",11.37,17,2,Police Motorcycle,Completed
ROUTE001592,Karnataka,Zone_16,AI Predicted,Crime Prevention Patrol,HIGH,56.74,102,2026-11-01,Evening,18,12.967455,77.602771,12.950275,77.598705,4,"[{""checkpoint"": 1, ""latitude"": 12.967455, ""longitude"": 77.602771}, {""checkpoint"": 2, ""latitude"": 12.957826, ""longitude"": 77.612275}, {""checkpoint"": 3, ""latitude"": 12.959717, ""longitude"": 77.599159}, {""checkpoint"": 4, ""latitude"": 12.950275, ""longitude"": 77.598705}]",5.35,15,6,Police SUV,Completed
ROUTE001593,Karnataka,Zone_2,Historical,Preventive Patrol,MEDIUM,36.33,87,2026-12-10,Morning,8,12.975244,77.617981,13.008059,77.608399,5,"[{""checkpoint"": 1, ""latitude"": 12.975244, ""longitude"": 77.617981}, {""checkpoint"": 2, ""latitude"": 12.977533, ""longitude"": 77.629295}, {""checkpoint"": 3, ""latitude"": 12.984042, ""longitude"": 77.618558}, {""checkpoint"": 4, ""latitude"": 12.996662, ""longitude"": 77.623124}, {""checkpoint"": 5, ""latitude"": 13.008059, ""longitude"": 77.608399}]",12.62,17,3,Police Car,Cancelled
ROUTE001594,Karnataka,Zone_40,AI Predicted,Crime Prevention Patrol,HIGH,54.92,100,2027-06-26,Evening,12,12.96039,77.575035,12.971078,77.573296,5,"[{""checkpoint"": 1, ""latitude"": 12.96039, ""longitude"": 77.575035}, {""checkpoint"": 2, ""latitude"": 12.968601, ""longitude"": 77.586029}, {""checkpoint"": 3, ""latitude"": 12.975846, ""longitude"": 77.58823}, {""checkpoint"": 4, ""latitude"": 12.96499, ""longitude"": 77.576855}, {""checkpoint"": 5, ""latitude"": 12.971078, ""longitude"": 77.573296}]",10.66,17,4,Police Jeep,In Progress
ROUTE001595,Karnataka,Zone_41,Historical,Preventive Patrol,MEDIUM,48.65,95,2027-03-11,Night,2,12.977143,77.574969,12.941174,77.594042,8,"[{""checkpoint"": 1, ""latitude"": 12.977143, ""longitude"": 77.574969}, {""checkpoint"": 2, ""latitude"": 12.963551, ""longitude"": 77.568539}, {""checkpoint"": 3, ""latitude"": 12.96194, ""longitude"": 77.577053}, {""checkpoint"": 4, ""latitude"": 12.95614, ""longitude"": 77.573991}, {""checkpoint"": 5, ""latitude"": 12.946048, ""longitude"": 77.577679}, {""checkpoint"": 6, ""latitude"": 12.942795, ""longitude"": 77.585985}, {""checkpoint"": 7, ""latitude"": 12.945968, ""longitude"": 77.597687}, {""checkpoint"": 8, ""latitude"": 12.941174, ""longitude"": 77.594042}]",11.65,29,3,Police Motorcycle,Cancelled
ROUTE001596,Karnataka,Zone_27,Historical,High-Risk Patrol,HIGH,58.48,102,2026-12-30,Evening,12,12.981847,77.588988,12.954304,77.572765,4,"[{""checkpoint"": 1, ""latitude"": 12.981847, ""longitude"": 77.588988}, {""checkpoint"": 2, ""latitude"": 12.970738, ""longitude"": 77.594937}, {""checkpoint"": 3, ""latitude"": 12.964317, ""longitude"": 77.583398}, {""checkpoint"": 4, ""latitude"": 12.954304, ""longitude"": 77.572765}]",12.54,21,5,Police SUV,Completed
ROUTE001597,Karnataka,Zone_13,AI Predicted,Crime Prevention Patrol,HIGH,68.44,110,2026-11-25,Night,0,12.981083,77.577669,12.989072,77.570323,5,"[{""checkpoint"": 1, ""latitude"": 12.981083, ""longitude"": 77.577669}, {""checkpoint"": 2, ""latitude"": 12.995514, ""longitude"": 77.575573}, {""checkpoint"": 3, ""latitude"": 12.994643, ""longitude"": 77.582484}, {""checkpoint"": 4, ""latitude"": 12.99072, ""longitude"": 77.581254}, {""checkpoint"": 5, ""latitude"": 12.989072, ""longitude"": 77.570323}]",23.7,43,5,Police SUV,Cancelled
ROUTE001598,Karnataka,Zone_54,AI Predicted,Routine Patrol,MEDIUM,44.47,91,2027-07-11,Evening,18,12.964178,77.608978,12.95929,77.635871,6,"[{""checkpoint"": 1, ""latitude"": 12.964178, ""longitude"": 77.608978}, {""checkpoint"": 2, ""latitude"": 12.96533, ""longitude"": 77.616553}, {""checkpoint"": 3, ""latitude"": 12.967435, ""longitude"": 77.615085}, {""checkpoint"": 4, ""latitude"": 12.963868, ""longitude"": 77.622429}, {""checkpoint"": 5, ""latitude"": 12.963773, ""longitude"": 77.623649}, {""checkpoint"": 6, ""latitude"": 12.95929, ""longitude"": 77.635871}]",13.01,34,2,Police Car,Completed
ROUTE001599,Karnataka,Zone_56,AI Predicted,High-Risk Patrol,HIGH,53.89,99,2027-02-27,Night,2,12.980962,77.616119,12.982189,77.607875,6,"[{""checkpoint"": 1, ""latitude"": 12.980962, ""longitude"": 77.616119}, {""checkpoint"": 2, ""latitude"": 12.9836, ""longitude"": 77.624054}, {""checkpoint"": 3, ""latitude"": 12.97458, ""longitude"": 77.627009}, {""checkpoint"": 4, ""latitude"": 12.964439, ""longitude"": 77.624186}, {""checkpoint"": 5, ""latitude"": 12.976499, ""longitude"": 77.617016}, {""checkpoint"": 6, ""latitude"": 12.982189, ""longitude"": 77.607875}]",21.23,51,5,Police Jeep,Cancelled
ROUTE001600,Karnataka,Zone_19,AI Predicted,Crime Prevention Patrol,HIGH,55.22,101,2027-01-09,Evening,16,12.973294,77.582024,12.942435,77.569777,6,"[{""checkpoint"": 1, ""latitude"": 12.973294, ""longitude"": 77.582024}, {""checkpoint"": 2, ""latitude"": 12.983141, ""longitude"": 77.568729}, {""checkpoint"": 3, ""latitude"": 12.973293, ""longitude"": 77.583657}, {""checkpoint"": 4, ""latitude"": 12.959017, ""longitude"": 77.59084}, {""checkpoint"": 5, ""latitude"": 12.949735, ""longitude"": 77.578829}, {""checkpoint"": 6, ""latitude"": 12.942435, ""longitude"": 77.569777}]",16.4,31,4,Police SUV,Scheduled
ROUTE001601,Kerala,Zone_8,AI Predicted,Routine Patrol,MEDIUM,41.79,91,2027-01-25,Night,20,8.518145,76.924662,8.521897,76.936603,4,"[{""checkpoint"": 1, ""latitude"": 8.518145, ""longitude"": 76.924662}, {""checkpoint"": 2, ""latitude"": 8.522579, ""longitude"": 76.934878}, {""checkpoint"": 3, ""latitude"": 8.531188, ""longitude"": 76.94693}, {""checkpoint"": 4, ""latitude"": 8.521897, ""longitude"": 76.936603}]",23.23,32,2,Police Motorcycle,Scheduled
ROUTE001602,Kerala,Zone_2,Historical,Crime Prevention Patrol,HIGH,63.92,106,2027-05-17,Morning,6,8.509971,76.942486,8.498359,76.974475,7,"[{""checkpoint"": 1, ""latitude"": 8.509971, ""longitude"": 76.942486}, {""checkpoint"": 2, ""latitude"": 8.513836, ""longitude"": 76.92945}, {""checkpoint"": 3, ""latitude"": 8.500251, ""longitude"": 76.937992}, {""checkpoint"": 4, ""latitude"": 8.498619, ""longitude"": 76.938796}, {""checkpoint"": 5, ""latitude"": 8.511728, ""longitude"": 76.951941}, {""checkpoint"": 6, ""latitude"": 8.50849, ""longitude"": 76.962638}, {""checkpoint"": 7, ""latitude"": 8.498359, ""longitude"": 76.974475}]",13.15,36,6,Police SUV,Completed
